Concept,Rel,Feature,Frequency,上级类别,下级类别
指南针,是,是-圆形,3.0,人造物,工具
指南针,像,像-表,3.0,人造物,工具
指南针,需要,需要-磁力,3.0,人造物,工具
指南针,有,有-磁石,3.0,人造物,工具
指南针,有,有-方向,3.0,人造物,工具
指南针,可以,可以-辨别方向,2.0,人造物,工具
指南针,可以,可以-军事,2.0,人造物,工具
指南针,可以,可以-旅行,2.0,人造物,工具
指南针,可以,可以-寻找方向,2.0,人造物,工具
指南针,可以,可以-用于航海,2.0,人造物,工具
指南针,是,是-金属,2.0,人造物,工具
指南针,是,是-器材,2.0,人造物,工具
指南针,是,是-四大发明之一,2.0,人造物,工具
指南针,是,是-仪器,2.0,人造物,工具
指南针,是,是-指示工具,2.0,人造物,工具
指南针,像,像-怀表,2.0,人造物,工具
指南针,需要,需要-磁针,2.0,人造物,工具
指南针,需要,需要-校准,2.0,人造物,工具
指南针,需要,需要-修理,2.0,人造物,工具
指南针,有,有-磁铁,2.0,人造物,工具
指南针,有,有-轴承,2.0,人造物,工具
指南针,有,有-字母,2.0,人造物,工具
指纹,是,是-纹路,11.0,身体部位,身体部位
指纹,其他,其他-人,5.0,身体部位,身体部位
指纹,其他,其他-手指,5.0,身体部位,身体部位
指纹,可以,可以-识别身份,4.0,身体部位,身体部位
指纹,像,像-年轮,4.0,身体部位,身体部位
指纹,需要,需要-保护,4.0,身体部位,身体部位
指纹,需要,需要-记录,4.0,身体部位,身体部位
指纹,有,有-多种样式,4.0,身体部位,身体部位
指纹,是,是-圆形,3.0,身体部位,身体部位
指纹,需要,需要-采集,3.0,身体部位,身体部位
指纹,可以,可以-辨别身份,2.0,身体部位,身体部位
指纹,可以,可以-解锁手机,2.0,身体部位,身体部位
指纹,是,是-独特的,2.0,身体部位,身体部位
指纹,是,是-痕迹,2.0,身体部位,身体部位
指纹,是,是-密码,2.0,身体部位,身体部位
指纹,是,是-身份,2.0,身体部位,身体部位
指纹,是,是-手印,2.0,身体部位,身体部位
指纹,是,是-弯的,2.0,身体部位,身体部位
指纹,像,像-迷宫,2.0,身体部位,身体部位
指纹,需要,需要-清洗,2.0,身体部位,身体部位
指纹,有,有-多种形状,2.0,身体部位,身体部位
指纹,有,有-花纹,2.0,身体部位,身体部位
指纹,有,有-脉络,2.0,身体部位,身体部位
指纹,有,有-圈,2.0,身体部位,身体部位
指纹,有,有-凸起,2.0,身体部位,身体部位
指纹,有,有-唯一性,2.0,身体部位,身体部位
制服,是,是-衣服,21.7241379310345,人造物,服饰
制服,可以,可以-穿,14.4827586206896,人造物,服饰
制服,是,是-服饰,13.448275862069,人造物,服饰
制服,需要,需要-清洗,11.3793103448276,人造物,服饰
制服,有,有-布,8.27586206896552,人造物,服饰
制服,有,有-扣子,8.27586206896552,人造物,服饰
制服,有,有-上衣,8.27586206896552,人造物,服饰
制服,可以,可以-保暖,7.24137931034483,人造物,服饰
制服,有,有-多种样式,6.20689655172414,人造物,服饰
制服,是,是-成套的,5.17241379310345,人造物,服饰
制服,需要,需要-制造,5.17241379310345,人造物,服饰
制服,有,有-裤子,5.17241379310345,人造物,服饰
制服,可以,可以-工作,4.13793103448276,人造物,服饰
制服,可以,可以-买卖,4.13793103448276,人造物,服饰
制服,像,像-校服,4.13793103448276,人造物,服饰
制服,需要,需要-设计,4.13793103448276,人造物,服饰
制服,有,有-多种种类,4.13793103448276,人造物,服饰
制服,有,有-裙子,4.13793103448276,人造物,服饰
制服,有,有-袖子,4.13793103448276,人造物,服饰
制服,是,是-正式的,3.10344827586207,人造物,服饰
制服,需要,需要-定制,3.10344827586207,人造物,服饰
制服,需要,需要-缝纫,3.10344827586207,人造物,服饰
制服,有,有-领子,3.10344827586207,人造物,服饰
制服,可以,可以-上班穿,2.06896551724138,人造物,服饰
制服,是,是-好看的,2.06896551724138,人造物,服饰
制服,是,是-统一的,2.06896551724138,人造物,服饰
制服,是,是-统一服装,2.06896551724138,人造物,服饰
制服,像,像-套装,2.06896551724138,人造物,服饰
制服,需要,需要-晾干,2.06896551724138,人造物,服饰
制服,需要,需要-线,2.06896551724138,人造物,服饰
制服,需要,需要-阳光,2.06896551724138,人造物,服饰
制服,有,有-标志,2.06896551724138,人造物,服饰
制服,有,有-衬衫,2.06896551724138,人造物,服饰
制服,有,有-多种材质,2.06896551724138,人造物,服饰
制服,有,有-多种颜色,2.06896551724138,人造物,服饰
制服,有,有-拉链,2.06896551724138,人造物,服饰
制服,有,有-领带,2.06896551724138,人造物,服饰
制服,有,有-下衣,2.06896551724138,人造物,服饰
痣,是,是-黑色的,18.0,身体部位,身体部位
痣,有,有-多种颜色,6.0,身体部位,身体部位
痣,像,像-斑点,5.0,身体部位,身体部位
痣,是,是-点,4.0,身体部位,身体部位
痣,是,是-色素,4.0,身体部位,身体部位
痣,可以,可以-点掉,3.0,身体部位,身体部位
痣,其他,其他-皮肤,3.0,身体部位,身体部位
痣,是,是-圆形,3.0,身体部位,身体部位
痣,像,像-芝麻,3.0,身体部位,身体部位
痣,有,有-多种形状,3.0,身体部位,身体部位
痣,可以,可以-去掉,2.0,身体部位,身体部位
痣,是,是-红色的,2.0,身体部位,身体部位
痣,是,是-身体部位,2.0,身体部位,身体部位
痣,是,是-特征,2.0,身体部位,身体部位
痣,是,是-小的,2.0,身体部位,身体部位
痣,像,像-痦子,2.0,身体部位,身体部位
痣,需要,需要-去除,2.0,身体部位,身体部位
痣,有,有-毛,2.0,身体部位,身体部位
中山装,可以,可以-穿,18.6206896551724,人造物,服饰
中山装,是,是-衣服,16.551724137931,人造物,服饰
中山装,有,有-袋子,13.448275862069,人造物,服饰
中山装,是,是-服饰,12.4137931034483,人造物,服饰
中山装,像,像-西装,12.4137931034483,人造物,服饰
中山装,有,有-扣子,11.3793103448276,人造物,服饰
中山装,需要,需要-清洗,9.31034482758621,人造物,服饰
中山装,有,有-布,4.13793103448276,人造物,服饰
中山装,有,有-上衣,4.13793103448276,人造物,服饰
中山装,可以,可以-保暖,3.10344827586207,人造物,服饰
中山装,可以,可以-买卖,3.10344827586207,人造物,服饰
中山装,是,是-中国的,3.10344827586207,人造物,服饰
中山装,需要,需要-缝纫,3.10344827586207,人造物,服饰
中山装,需要,需要-熨烫,3.10344827586207,人造物,服饰
中山装,有,有-裤子,3.10344827586207,人造物,服饰
中山装,有,有-袖子,3.10344827586207,人造物,服饰
中山装,是,是-成套的,2.06896551724138,人造物,服饰
中山装,是,是-正式的,2.06896551724138,人造物,服饰
中山装,像,像-绅士,2.06896551724138,人造物,服饰
中山装,像,像-长方形,2.06896551724138,人造物,服饰
中山装,需要,需要-打理,2.06896551724138,人造物,服饰
中山装,需要,需要-晾干,2.06896551724138,人造物,服饰
中山装,需要,需要-熨,2.06896551724138,人造物,服饰
中山装,需要,需要-制造,2.06896551724138,人造物,服饰
中山装,有,有-多种颜色,2.06896551724138,人造物,服饰
中山装,有,有-多种样式,2.06896551724138,人造物,服饰
中提琴,是,是-乐器,27.9310344827586,人造物,乐器
中提琴,有,有-琴弦,22.7586206896552,人造物,乐器
中提琴,可以,可以-演奏,20.6896551724138,人造物,乐器
中提琴,像,像-小提琴,11.3793103448276,人造物,乐器
中提琴,可以,可以-弹,10.3448275862069,人造物,乐器
中提琴,是,是-木的,7.24137931034483,人造物,乐器
中提琴,像,像-大提琴,6.20689655172414,人造物,乐器
中提琴,像,像-葫芦,5.17241379310345,人造物,乐器
中提琴,可以,可以-发声,4.13793103448276,人造物,乐器
中提琴,需要,需要-保养,4.13793103448276,人造物,乐器
中提琴,可以,可以-拉,3.10344827586207,人造物,乐器
中提琴,是,是-国外的,3.10344827586207,人造物,乐器
中提琴,像,像-二胡,3.10344827586207,人造物,乐器
中提琴,像,像-吉他,3.10344827586207,人造物,乐器
中提琴,需要,需要-制造,3.10344827586207,人造物,乐器
中提琴,有,有-琴弓,3.10344827586207,人造物,乐器
中提琴,有,有-琴身,3.10344827586207,人造物,乐器
中提琴,可以,可以-表演,2.06896551724138,人造物,乐器
中提琴,可以,可以-收藏,2.06896551724138,人造物,乐器
中提琴,可以,可以-娱乐,2.06896551724138,人造物,乐器
中提琴,其他,其他-音乐,2.06896551724138,人造物,乐器
中提琴,是,是-弦类,2.06896551724138,人造物,乐器
中提琴,像,像-钢琴,2.06896551724138,人造物,乐器
中提琴,需要,需要-技巧,2.06896551724138,人造物,乐器
中提琴,需要,需要-调音,2.06896551724138,人造物,乐器
中提琴,需要,需要-调整,2.06896551724138,人造物,乐器
中提琴,有,有-琴头,2.06896551724138,人造物,乐器
中提琴,有,有-弦,2.06896551724138,人造物,乐器
钟,可以,可以-计时,13.448275862069,人造物,工具
钟,需要,需要-电,12.4137931034483,人造物,工具
钟,有,有-指针,11.3793103448276,人造物,工具
钟,是,是-工具,10.3448275862069,人造物,工具
钟,有,有-时针,10.3448275862069,人造物,工具
钟,可以,可以-报时,9.31034482758621,人造物,工具
钟,有,有-分针,9.31034482758621,人造物,工具
钟,有,有-秒针,9.31034482758621,人造物,工具
钟,是,是-钟表,8.27586206896552,人造物,工具
钟,可以,可以-看时间,7.24137931034483,人造物,工具
钟,有,有-表盘,7.24137931034483,人造物,工具
钟,可以,可以-发声,5.17241379310345,人造物,工具
钟,是,是-生活用品,5.17241379310345,人造物,工具
钟,像,像-手表,5.17241379310345,人造物,工具
钟,像,像-圆盘,5.17241379310345,人造物,工具
钟,是,是-圆形,4.13793103448276,人造物,工具
钟,有,有-多种种类,4.13793103448276,人造物,工具
钟,有,有-刻度,4.13793103448276,人造物,工具
钟,有,有-零件,4.13793103448276,人造物,工具
钟,可以,可以-显示时间,3.10344827586207,人造物,工具
钟,是,是-必需品,3.10344827586207,人造物,工具
钟,是,是-机械,3.10344827586207,人造物,工具
钟,是,是-金属,3.10344827586207,人造物,工具
钟,是,是-日常的,3.10344827586207,人造物,工具
钟,像,像-表,3.10344827586207,人造物,工具
钟,需要,需要-校准,3.10344827586207,人造物,工具
钟,有,有-齿轮,3.10344827586207,人造物,工具
钟,有,有-数字,3.10344827586207,人造物,工具
钟,可以,可以-定时,2.06896551724138,人造物,工具
钟,可以,可以-买卖,2.06896551724138,人造物,工具
钟,可以,可以-收藏,2.06896551724138,人造物,工具
钟,是,是-机器,2.06896551724138,人造物,工具
钟,像,像-大饼,2.06896551724138,人造物,工具
钟,像,像-圆环,2.06896551724138,人造物,工具
钟,像,像-月亮,2.06896551724138,人造物,工具
钟,需要,需要-保养,2.06896551724138,人造物,工具
钟,有,有-摆钟,2.06896551724138,人造物,工具
钟,有,有-多种品牌,2.06896551724138,人造物,工具
钟,有,有-挂钟,2.06896551724138,人造物,工具
钟,有,有-闹钟,2.06896551724138,人造物,工具
钟,有,有-钟摆,2.06896551724138,人造物,工具
粥,是,是-食物,24.1935483870968,食物,酒水饮料
粥,有,有-米,19.3548387096774,食物,酒水饮料
粥,有,有-水,16.4516129032258,食物,酒水饮料
粥,可以,可以-饮用,13.5483870967742,食物,酒水饮料
粥,需要,需要-熬,13.5483870967742,食物,酒水饮料
粥,需要,需要-煮,8.70967741935484,食物,酒水饮料
粥,有,有-汤,8.70967741935484,食物,酒水饮料
粥,可以,可以-饱腹,6.7741935483871,食物,酒水饮料
粥,可以,可以-养胃,6.7741935483871,食物,酒水饮料
粥,是,是-粘稠的,4.83870967741935,食物,酒水饮料
粥,有,有-营养,4.83870967741935,食物,酒水饮料
粥,是,是-主食,3.87096774193548,食物,酒水饮料
粥,需要,需要-加热,3.87096774193548,食物,酒水饮料
粥,有,有-八宝粥,3.87096774193548,食物,酒水饮料
粥,有,有-多种味道,3.87096774193548,食物,酒水饮料
粥,有,有-多种种类,3.87096774193548,食物,酒水饮料
粥,是,是-糊状的,2.90322580645161,食物,酒水饮料
粥,是,是-液体,2.90322580645161,食物,酒水饮料
粥,有,有-谷物,2.90322580645161,食物,酒水饮料
粥,可以,可以-买卖,1.93548387096774,食物,酒水饮料
粥,可以,可以-暖胃,1.93548387096774,食物,酒水饮料
粥,是,是-白色的,1.93548387096774,食物,酒水饮料
粥,是,是-饭,1.93548387096774,食物,酒水饮料
粥,是,是-流食,1.93548387096774,食物,酒水饮料
粥,是,是-软的,1.93548387096774,食物,酒水饮料
粥,是,是-甜的,1.93548387096774,食物,酒水饮料
粥,是,是-稀的,1.93548387096774,食物,酒水饮料
粥,是,是-咸的,1.93548387096774,食物,酒水饮料
粥,像,像-浆糊,1.93548387096774,食物,酒水饮料
粥,像,像-米饭,1.93548387096774,食物,酒水饮料
粥,像,像-面糊,1.93548387096774,食物,酒水饮料
粥,像,像-呕吐物,1.93548387096774,食物,酒水饮料
粥,需要,需要-锅,1.93548387096774,食物,酒水饮料
粥,需要,需要-火,1.93548387096774,食物,酒水饮料
粥,需要,需要-制造,1.93548387096774,食物,酒水饮料
粥,有,有-大米粥,1.93548387096774,食物,酒水饮料
粥,有,有-豆子,1.93548387096774,食物,酒水饮料
粥,有,有-小米,1.93548387096774,食物,酒水饮料
粥,有,有-小米粥,1.93548387096774,食物,酒水饮料
猪,是,是-动物,22.7586206896552,动物,陆生动物
猪,是,是-食物,18.6206896551724,动物,陆生动物
猪,需要,需要-饲养,14.4827586206896,动物,陆生动物
猪,有,有-尾巴,12.4137931034483,动物,陆生动物
猪,需要,需要-食物,11.3793103448276,动物,陆生动物
猪,有,有-耳朵,8.27586206896552,动物,陆生动物
猪,有,有-鼻子,7.24137931034483,动物,陆生动物
猪,有,有-四肢,7.24137931034483,动物,陆生动物
猪,需要,需要-水,6.20689655172414,动物,陆生动物
猪,有,有-肉,6.20689655172414,动物,陆生动物
猪,是,是-哺乳类,5.17241379310345,动物,陆生动物
猪,需要,需要-睡觉,5.17241379310345,动物,陆生动物
猪,有,有-眼睛,5.17241379310345,动物,陆生动物
猪,是,是-家养的,4.13793103448276,动物,陆生动物
猪,有,有-毛,4.13793103448276,动物,陆生动物
猪,有,有-嘴巴,4.13793103448276,动物,陆生动物
猪,是,是-粉红色的,3.10344827586207,动物,陆生动物
猪,是,是-可爱的,3.10344827586207,动物,陆生动物
猪,需要,需要-空气,3.10344827586207,动物,陆生动物
猪,有,有-大耳朵,3.10344827586207,动物,陆生动物
猪,有,有-多种种类,3.10344827586207,动物,陆生动物
猪,可以,可以-跑,2.06896551724138,动物,陆生动物
猪,是,是-宠物,2.06896551724138,动物,陆生动物
猪,是,是-臭的,2.06896551724138,动物,陆生动物
猪,是,是-肥的,2.06896551724138,动物,陆生动物
猪,是,是-胖的,2.06896551724138,动物,陆生动物
猪,是,是-禽类,2.06896551724138,动物,陆生动物
猪,是,是-牲畜,2.06896551724138,动物,陆生动物
猪,像,像-牛,2.06896551724138,动物,陆生动物
猪,像,像-人,2.06896551724138,动物,陆生动物
猪,像,像-猪八戒,2.06896551724138,动物,陆生动物
猪,需要,需要-呼吸,2.06896551724138,动物,陆生动物
猪,需要,需要-烹饪,2.06896551724138,动物,陆生动物
猪,需要,需要-照料,2.06896551724138,动物,陆生动物
猪,有,有-皮肤,2.06896551724138,动物,陆生动物
猪,有,有-牙齿,2.06896551724138,动物,陆生动物
猪,有,有-猪鼻子,2.06896551724138,动物,陆生动物
猪,有,有-猪肉,2.06896551724138,动物,陆生动物
猪笼草,是,是-植物,27.0967741935484,植物,花草
猪笼草,需要,需要-水,17.4193548387097,植物,花草
猪笼草,有,有-叶子,14.5161290322581,植物,花草
猪笼草,需要,需要-土,13.5483870967742,植物,花草
猪笼草,需要,需要-阳光,10.6451612903226,植物,花草
猪笼草,可以,可以-捕猎,9.67741935483871,植物,花草
猪笼草,需要,需要-空气,9.67741935483871,植物,花草
猪笼草,可以,可以-捕虫,8.70967741935484,植物,花草
猪笼草,需要,需要-虫,8.70967741935484,植物,花草
猪笼草,需要,需要-食物,8.70967741935484,植物,花草
猪笼草,是,是-绿色的,7.74193548387097,植物,花草
猪笼草,像,像-猪笼,7.74193548387097,植物,花草
猪笼草,像,像-灯笼,5.80645161290323,植物,花草
猪笼草,有,有-根,4.83870967741935,植物,花草
猪笼草,有,有-茎,4.83870967741935,植物,花草
猪笼草,是,是-草,3.87096774193548,植物,花草
猪笼草,是,是-热带食虫植物,3.87096774193548,植物,花草
猪笼草,像,像-笼子,3.87096774193548,植物,花草
猪笼草,有,有-盖子,3.87096774193548,植物,花草
猪笼草,可以,可以-观赏,2.90322580645161,植物,花草
猪笼草,可以,可以-生长,2.90322580645161,植物,花草
猪笼草,可以,可以-喂猪,2.90322580645161,植物,花草
猪笼草,是,是-热带的,2.90322580645161,植物,花草
猪笼草,是,是-酸的,2.90322580645161,植物,花草
猪笼草,像,像-食人花,2.90322580645161,植物,花草
猪笼草,有,有-花,2.90322580645161,植物,花草
猪笼草,可以,可以-引诱昆虫,1.93548387096774,植物,花草
猪笼草,是,是-肉食类,1.93548387096774,植物,花草
猪笼草,是,是-药,1.93548387096774,植物,花草
猪笼草,是,是-长的,1.93548387096774,植物,花草
猪笼草,像,像-袋子,1.93548387096774,植物,花草
猪笼草,像,像-狗尾草,1.93548387096774,植物,花草
猪笼草,像,像-漏斗,1.93548387096774,植物,花草
猪笼草,像,像-茄子,1.93548387096774,植物,花草
猪笼草,需要,需要-营养,1.93548387096774,植物,花草
猪笼草,有,有-卷须,1.93548387096774,植物,花草
猪笼草,有,有-容器,1.93548387096774,植物,花草
猪笼草,有,有-叶柄,1.93548387096774,植物,花草
猪笼草,有,有-叶身,1.93548387096774,植物,花草
猪笼草,有,有-液体,1.93548387096774,植物,花草
猪笼草,有,有-粘液,1.93548387096774,植物,花草
猪笼草,有,有-嘴巴,1.93548387096774,植物,花草
猪肉,是,是-食物,26.0,食物,肉食
猪肉,是,是-肉,17.0,食物,肉食
猪肉,需要,需要-烹饪,10.0,食物,肉食
猪肉,像,像-牛肉,7.0,食物,肉食
猪肉,有,有-脂肪,7.0,食物,肉食
猪肉,可以,可以-炒,6.0,食物,肉食
猪肉,是,是-贵的,5.0,食物,肉食
猪肉,有,有-蛋白质,5.0,食物,肉食
猪肉,是,是-肥的,4.0,食物,肉食
猪肉,需要,需要-煮,4.0,食物,肉食
猪肉,可以,可以-红烧,3.0,食物,肉食
猪肉,是,是-红色的,3.0,食物,肉食
猪肉,是,是-瘦的,3.0,食物,肉食
猪肉,需要,需要-炖,3.0,食物,肉食
猪肉,有,有-血液,3.0,食物,肉食
猪肉,可以,可以-饱腹,2.0,食物,肉食
猪肉,可以,可以-煎,2.0,食物,肉食
猪肉,可以,可以-买卖,2.0,食物,肉食
猪肉,可以,可以-蒸,2.0,食物,肉食
猪肉,是,是-白色的,2.0,食物,肉食
猪肉,像,像-石头,2.0,食物,肉食
猪肉,像,像-羊肉,2.0,食物,肉食
猪肉,需要,需要-保鲜,2.0,食物,肉食
猪肉,需要,需要-清洗,2.0,食物,肉食
竹节虫,是,是-虫,20.0,动物,昆虫
竹节虫,需要,需要-食物,18.0,动物,昆虫
竹节虫,像,像-竹子,17.0,动物,昆虫
竹节虫,是,是-动物,13.0,动物,昆虫
竹节虫,是,是-昆虫,13.0,动物,昆虫
竹节虫,需要,需要-水,10.0,动物,昆虫
竹节虫,可以,可以-爬,8.0,动物,昆虫
竹节虫,需要,需要-空气,8.0,动物,昆虫
竹节虫,可以,可以-伪装,7.0,动物,昆虫
竹节虫,是,是-绿色的,7.0,动物,昆虫
竹节虫,有,有-身体,6.0,动物,昆虫
竹节虫,有,有-眼睛,6.0,动物,昆虫
竹节虫,像,像-树枝,5.0,动物,昆虫
竹节虫,有,有-腿,5.0,动物,昆虫
竹节虫,是,是-长的,4.0,动物,昆虫
竹节虫,有,有-触角,4.0,动物,昆虫
竹节虫,有,有-脚,4.0,动物,昆虫
竹节虫,有,有-头,4.0,动物,昆虫
竹节虫,是,是-食物,3.0,动物,昆虫
竹节虫,像,像-毛毛虫,3.0,动物,昆虫
竹节虫,需要,需要-叶子,3.0,动物,昆虫
竹节虫,有,有-嘴巴,3.0,动物,昆虫
竹节虫,可以,可以-动,2.0,动物,昆虫
竹节虫,可以,可以-飞,2.0,动物,昆虫
竹节虫,可以,可以-维持生态平衡,2.0,动物,昆虫
竹节虫,是,是-节肢类,2.0,动物,昆虫
竹节虫,是,是-生物,2.0,动物,昆虫
竹节虫,是,是-条状的,2.0,动物,昆虫
竹节虫,是,是-细的,2.0,动物,昆虫
竹节虫,像,像-蚂蚱,2.0,动物,昆虫
竹节虫,需要,需要-草,2.0,动物,昆虫
竹节虫,需要,需要-树叶,2.0,动物,昆虫
竹节虫,需要,需要-阳光,2.0,动物,昆虫
竹节虫,有,有-翅膀,2.0,动物,昆虫
竹节虫,有,有-多种种类,2.0,动物,昆虫
竹节虫,有,有-腹部,2.0,动物,昆虫
竹节虫,有,有-器官,2.0,动物,昆虫
竹节虫,有,有-四肢,2.0,动物,昆虫
竹节虫,有,有-胸,2.0,动物,昆虫
竹子,是,是-植物,25.0,植物,树木
竹子,有,有-叶子,19.0,植物,树木
竹子,需要,需要-水,18.0,植物,树木
竹子,是,是-绿色的,15.0,植物,树木
竹子,像,像-棍棒,10.0,植物,树木
竹子,需要,需要-阳光,10.0,植物,树木
竹子,需要,需要-土,9.0,植物,树木
竹子,需要,需要-种植,9.0,植物,树木
竹子,是,是-食物,8.0,植物,树木
竹子,有,有-根,8.0,植物,树木
竹子,有,有-竹节,7.0,植物,树木
竹子,有,有-竹叶,6.0,植物,树木
竹子,可以,可以-观赏,5.0,植物,树木
竹子,需要,需要-空气,5.0,植物,树木
竹子,可以,可以-喂熊猫,4.0,植物,树木
竹子,是,是-一节一节的,4.0,植物,树木
竹子,是,是-长的,4.0,植物,树木
竹子,有,有-竹笋,4.0,植物,树木
竹子,是,是-细的,3.0,植物,树木
竹子,像,像-甘蔗,3.0,植物,树木
竹子,像,像-杆子,3.0,植物,树木
竹子,像,像-树,3.0,植物,树木
竹子,需要,需要-肥料,3.0,植物,树木
竹子,有,有-节,3.0,植物,树木
竹子,有,有-茎,3.0,植物,树木
竹子,可以,可以-建房,2.0,植物,树木
竹子,可以,可以-砍伐,2.0,植物,树木
竹子,可以,可以-美化环境,2.0,植物,树木
竹子,可以,可以-燃烧,2.0,植物,树木
竹子,其他,其他-熊猫,2.0,植物,树木
竹子,是,是-成节的,2.0,植物,树木
竹子,是,是-熊猫吃的,2.0,植物,树木
竹子,是,是-直的,2.0,植物,树木
竹子,像,像-笛子,2.0,植物,树木
竹子,像,像-松树,2.0,植物,树木
竹子,像,像-竹节虫,2.0,植物,树木
竹子,需要,需要-保护,2.0,植物,树木
竹子,有,有-枝条,2.0,植物,树木
竹子,有,有-竹竿,2.0,植物,树木
烛台,可以,可以-放蜡烛,16.0,人造物,工具
烛台,需要,需要-制造,9.0,人造物,工具
烛台,是,是-金属,8.0,人造物,工具
烛台,可以,可以-买卖,6.0,人造物,工具
烛台,有,有-底座,6.0,人造物,工具
烛台,有,有-蜡烛,6.0,人造物,工具
烛台,是,是-工具,5.0,人造物,工具
烛台,是,是-器具,5.0,人造物,工具
烛台,可以,可以-插蜡烛,4.0,人造物,工具
烛台,可以,可以-点蜡烛,3.0,人造物,工具
烛台,可以,可以-放置,3.0,人造物,工具
烛台,可以,可以-放置蜡烛,3.0,人造物,工具
烛台,可以,可以-照明,3.0,人造物,工具
烛台,是,是-台子,3.0,人造物,工具
烛台,需要,需要-擦,3.0,人造物,工具
烛台,有,有-多种型号,3.0,人造物,工具
烛台,有,有-多种颜色,3.0,人造物,工具
烛台,有,有-托盘,3.0,人造物,工具
烛台,有,有-支架,3.0,人造物,工具
烛台,有,有-重量,3.0,人造物,工具
烛台,可以,可以-放在桌子上,2.0,人造物,工具
烛台,可以,可以-盛放蜡烛,2.0,人造物,工具
烛台,是,是-容器,2.0,人造物,工具
烛台,是,是-生活用品,2.0,人造物,工具
烛台,是,是-硬的,2.0,人造物,工具
烛台,是,是-装饰,2.0,人造物,工具
烛台,像,像-棍棒,2.0,人造物,工具
烛台,像,像-花瓶,2.0,人造物,工具
烛台,像,像-树枝,2.0,人造物,工具
烛台,需要,需要-保养,2.0,人造物,工具
烛台,有,有-多种形状,2.0,人造物,工具
烛台,有,有-多种样式,2.0,人造物,工具
烛台,有,有-多种种类,2.0,人造物,工具
烛台,有,有-尖,2.0,人造物,工具
烛台,有,有-台子,2.0,人造物,工具
煮蛋器,需要,需要-电,26.0,人造物,电器
煮蛋器,是,是-电器,9.0,人造物,电器
煮蛋器,有,有-锅,9.0,人造物,电器
煮蛋器,有,有-鸡蛋,7.0,人造物,电器
煮蛋器,是,是-厨具,6.0,人造物,电器
煮蛋器,是,是-工具,6.0,人造物,电器
煮蛋器,需要,需要-水,5.0,人造物,电器
煮蛋器,其他,其他-厨房,4.0,人造物,电器
煮蛋器,是,是-家里的,4.0,人造物,电器
煮蛋器,像,像-电饭煲,4.0,人造物,电器
煮蛋器,有,有-插头,3.0,人造物,电器
煮蛋器,可以,可以-加热,2.0,人造物,电器
煮蛋器,是,是-便利的,2.0,人造物,电器
煮蛋器,是,是-机器,2.0,人造物,电器
煮蛋器,是,是-小家电,2.0,人造物,电器
煮蛋器,是,是-用具,2.0,人造物,电器
煮蛋器,像,像-蒸锅,2.0,人造物,电器
煮蛋器,需要,需要-清洗,2.0,人造物,电器
煮蛋器,有,有-按键,2.0,人造物,电器
煮蛋器,有,有-凹槽,2.0,人造物,电器
煮蛋器,有,有-盖子,2.0,人造物,电器
煮蛋器,有,有-加热器,2.0,人造物,电器
煮蛋器,有,有-壳,2.0,人造物,电器
煮蛋器,有,有-托盘,2.0,人造物,电器
助听器,像,像-耳机,15.5172413793104,人造物,电器
助听器,需要,需要-电,15.5172413793104,人造物,电器
助听器,可以,可以-助听,14.4827586206896,人造物,电器
助听器,可以,可以-放大声音,8.27586206896552,人造物,电器
助听器,是,是-工具,8.27586206896552,人造物,电器
助听器,可以,可以-买卖,7.24137931034483,人造物,电器
助听器,像,像-耳朵,7.24137931034483,人造物,电器
助听器,需要,需要-制造,6.20689655172414,人造物,电器
助听器,需要,需要-佩戴,5.17241379310345,人造物,电器
助听器,是,是-电子产品,4.13793103448276,人造物,电器
助听器,可以,可以-扩音,3.10344827586207,人造物,电器
助听器,是,是-贵的,3.10344827586207,人造物,电器
助听器,是,是-器材,3.10344827586207,人造物,电器
助听器,是,是-设备,3.10344827586207,人造物,电器
助听器,是,是-仪器,3.10344827586207,人造物,电器
助听器,像,像-喇叭,3.10344827586207,人造物,电器
助听器,需要,需要-保养,3.10344827586207,人造物,电器
助听器,需要,需要-清洗,3.10344827586207,人造物,电器
助听器,有,有-多种品牌,3.10344827586207,人造物,电器
助听器,有,有-耳塞,3.10344827586207,人造物,电器
助听器,有,有-接收器,3.10344827586207,人造物,电器
助听器,有,有-芯片,3.10344827586207,人造物,电器
助听器,可以,可以-提高听力,2.06896551724138,人造物,电器
助听器,其他,其他-残疾人,2.06896551724138,人造物,电器
助听器,是,是-产品,2.06896551724138,人造物,电器
助听器,是,是-辅助的,2.06896551724138,人造物,电器
助听器,是,是-机器,2.06896551724138,人造物,电器
助听器,是,是-实用的,2.06896551724138,人造物,电器
助听器,是,是-塑料,2.06896551724138,人造物,电器
助听器,是,是-小的,2.06896551724138,人造物,电器
助听器,是,是-小型扩音器,2.06896551724138,人造物,电器
助听器,是,是-医疗用品,2.06896551724138,人造物,电器
助听器,是,是-有用的,2.06896551724138,人造物,电器
助听器,像,像-耳环,2.06896551724138,人造物,电器
助听器,像,像-耳塞,2.06896551724138,人造物,电器
助听器,像,像-蜗牛,2.06896551724138,人造物,电器
助听器,需要,需要-更换,2.06896551724138,人造物,电器
助听器,有,有-扩音器,2.06896551724138,人造物,电器
助听器,有,有-两个,2.06896551724138,人造物,电器
助听器,有,有-线,2.06896551724138,人造物,电器
注射器,有,有-针头,23.2258064516129,人造物,医疗用品
