Concept,Rel,Feature,Frequency,
血液,其他,其他-动物,3,
血液,其他,其他-人,3,
血液,是,是-热的,3,
血液,像,像-墨水,3,
血液,像,像-饮料,3,
血液,需要,需要-保护,3,
血液,需要,需要-血管,3,
血液,有,有-蛋白质,3,
血液,有,有-遗传物质,3,
血液,有,有-营养,3,
血液,可以,可以-凝固,2,
血液,可以,可以-输送氧气,2,
血液,可以,可以-维持生命,2,
血液,可以,可以-维持生命活动,2,
血液,是,是-健康的,2,
血液,是,是-循环的,2,
血液,是,是-组织,2,
血液,像,像-果冻,2,
血液,像,像-果汁,2,
血液,需要,需要-更新,2,
血液,需要,需要-心脏,2,
血液,需要,需要-循环,2,
血液,需要,需要-营养,2,
血液,有,有-氧气,2,
薰衣草,是,是-植物,23.7931034482759,
薰衣草,需要,需要-水,19.6551724137931,
薰衣草,是,是-花,18.6206896551724,
薰衣草,需要,需要-阳光,17.5862068965517,
薰衣草,有,有-叶子,17.5862068965517,
薰衣草,需要,需要-空气,14.4827586206896,
薰衣草,是,是-香的,13.448275862069,
薰衣草,是,是-紫色的,12.4137931034483,
薰衣草,可以,可以-观赏,9.31034482758621,
薰衣草,需要,需要-土,9.31034482758621,
薰衣草,需要,需要-种植,8.27586206896552,
薰衣草,有,有-根,8.27586206896552,
薰衣草,有,有-茎,8.27586206896552,
薰衣草,有,有-多种颜色,7.24137931034483,
薰衣草,可以,可以-送礼,4.13793103448276,
薰衣草,需要,需要-营养,4.13793103448276,
薰衣草,有,有-花瓣,4.13793103448276,
薰衣草,是,是-草,3.10344827586207,
薰衣草,是,是-好看的,3.10344827586207,
薰衣草,像,像-狗尾草,3.10344827586207,
薰衣草,像,像-树枝,3.10344827586207,
薰衣草,可以,可以-插花,2.06896551724138,
薰衣草,是,是-浪漫的,2.06896551724138,
薰衣草,是,是-香水植物,2.06896551724138,
薰衣草,是,是-药,2.06896551724138,
薰衣草,像,像-麦穗,2.06896551724138,
薰衣草,像,像-满天星,2.06896551724138,
薰衣草,像,像-玫瑰,2.06896551724138,
薰衣草,像,像-蒲公英,2.06896551724138,
薰衣草,需要,需要-保存,2.06896551724138,
薰衣草,需要,需要-采摘,2.06896551724138,
薰衣草,需要,需要-修剪,2.06896551724138,
鸭脖,是,是-食物,25,
鸭脖,是,是-肉,13,
鸭脖,有,有-骨骼,13,
鸭脖,可以,可以-买卖,7,
鸭脖,是,是-好吃的,7,
鸭脖,像,像-鸡脖,7,
鸭脖,是,是-脖子,6,
鸭脖,是,是-辣的,6,
鸭脖,是,是-零食,6,
鸭脖,是,是-长的,6,
鸭脖,其他,其他-鸭子,5,
鸭脖,需要,需要-腌制,4,
鸭脖,是,是-身体部位,3,
鸭脖,是,是-细的,3,
鸭脖,是,是-香的,3,
鸭脖,像,像-水管,3,
鸭脖,需要,需要-啃,3,
鸭脖,有,有-多种味道,3,
鸭脖,有,有-调料,3,
鸭脖,可以,可以-解馋,2,
鸭脖,可以,可以-啃,2,
鸭脖,是,是-黑色的,2,
鸭脖,是,是-咸的,2,
鸭脖,是,是-小吃,2,
鸭脖,像,像-棍棒,2,
鸭脖,需要,需要-烹饪,2,
鸭脖,有,有-包装,2,
鸭脖,有,有-辣椒,2,
鸭脖,有,有-皮,2,
鸭脖,有,有-血管,2,
鸭梨,是,是-水果,26,
鸭梨,是,是-食物,22,
鸭梨,有,有-皮,13,
鸭梨,有,有-果核,12,
鸭梨,是,是-黄色的,10,
鸭梨,是,是-甜的,9,
鸭梨,需要,需要-种植,9,
鸭梨,是,是-梨,7,
鸭梨,像,像-苹果,7,
鸭梨,需要,需要-采摘,7,
鸭梨,需要,需要-清洗,7,
鸭梨,需要,需要-削皮,7,
鸭梨,有,有-果肉,6,
鸭梨,有,有-水,6,
鸭梨,可以,可以-解渴,5,
鸭梨,需要,需要-水,5,
鸭梨,需要,需要-土,5,
鸭梨,可以,可以-炖汤,4,
鸭梨,有,有-维生素,4,
鸭梨,有,有-营养,4,
鸭梨,有,有-种子,4,
鸭梨,可以,可以-买卖,3,
鸭梨,可以,可以-生吃,3,
鸭梨,是,是-好吃的,3,
鸭梨,是,是-绿色的,3,
鸭梨,是,是-椭圆形,3,
鸭梨,像,像-葫芦,3,
鸭梨,像,像-鸭子,3,
鸭梨,需要,需要-保鲜,3,
鸭梨,需要,需要-阳光,3,
鸭梨,可以,可以-生长,2,
鸭梨,是,是-健康的,2,
鸭梨,像,像-鸡蛋,2,
鸭梨,像,像-柿子,2,
鸭梨,像,像-水晶梨,2,
鸭梨,像,像-桃子,2,
鸭梨,像,像-雪梨,2,
鸭梨,像,像-鸭头,2,
鸭梨,需要,需要-空气,2,
鸭梨,有,有-多种种类,2,
鸭梨,有,有-糖,2,
鸭梨,有,有-汁水,2,
鸭肉,是,是-食物,27,
鸭肉,是,是-肉,18,
鸭肉,像,像-鸡肉,18,
鸭肉,需要,需要-烹饪,9,
鸭肉,有,有-营养,9,
鸭肉,可以,可以-烤,8,
鸭肉,需要,需要-煮,7,
鸭肉,其他,其他-北京,6,
鸭肉,是,是-好吃的,5,
鸭肉,是,是-香的,5,
鸭肉,需要,需要-切,5,
鸭肉,有,有-皮,5,
鸭肉,有,有-脂肪,5,
鸭肉,可以,可以-买卖,4,
鸭肉,像,像-鹅肉,4,
鸭肉,可以,可以-煎,3,
鸭肉,其他,其他-鸭子,3,
鸭肉,是,是-白色的,3,
鸭肉,是,是-软的,3,
鸭肉,有,有-蛋白质,3,
鸭肉,有,有-多种味道,3,
鸭肉,有,有-骨骼,3,
鸭肉,可以,可以-熬,2,
鸭肉,可以,可以-饱腹,2,
鸭肉,可以,可以-炒,2,
鸭肉,可以,可以-炖汤,2,
鸭肉,可以,可以-红烧,2,
鸭肉,可以,可以-降火,2,
鸭肉,其他,其他-烤鸭,2,
鸭肉,是,是-腥的,2,
鸭肉,像,像-猪肉,2,
鸭肉,需要,需要-保鲜,2,
鸭肉,需要,需要-烘烤,2,
鸭肉,需要,需要-饲养,2,
鸭肉,需要,需要-腌制,2,
鸭肉,需要,需要-炸,2,
鸭肉,需要,需要-制造,2,
鸭肉,有,有-味道,2,
鸭肉,有,有-鸭皮,2,
鸭子,是,是-动物,27.9310344827586,
鸭子,需要,需要-食物,22.7586206896552,
鸭子,需要,需要-水,21.7241379310345,
鸭子,是,是-家养的,18.6206896551724,
鸭子,是,是-禽类,16.551724137931,
鸭子,可以,可以-游泳,14.4827586206896,
鸭子,是,是-食物,13.448275862069,
鸭子,有,有-羽毛,12.4137931034483,
鸭子,需要,需要-空气,10.3448275862069,
鸭子,有,有-嘴巴,10.3448275862069,
鸭子,像,像-鹅,9.31034482758621,
鸭子,需要,需要-睡觉,9.31034482758621,
鸭子,像,像-天鹅,7.24137931034483,
鸭子,有,有-翅膀,7.24137931034483,
鸭子,是,是-白色的,6.20689655172414,
鸭子,需要,需要-饲养,6.20689655172414,
鸭子,有,有-脚蹼,6.20689655172414,
鸭子,是,是-黄色的,5.17241379310345,
鸭子,像,像-鸡,5.17241379310345,
鸭子,有,有-眼睛,5.17241379310345,
鸭子,可以,可以-飞,4.13793103448276,
鸭子,可以,可以-行走,3.10344827586207,
鸭子,可以,可以-叫,3.10344827586207,
鸭子,可以,可以-跑,3.10344827586207,
鸭子,是,是-可爱的,3.10344827586207,
鸭子,是,是-卵生的,3.10344827586207,
鸭子,有,有-脚,3.10344827586207,
鸭子,有,有-脚掌,3.10344827586207,
鸭子,有,有-腿,3.10344827586207,
鸭子,可以,可以-捕猎,2.06896551724138,
鸭子,可以,可以-繁衍,2.06896551724138,
鸭子,可以,可以-浮水,2.06896551724138,
鸭子,可以,可以-烤,2.06896551724138,
鸭子,可以,可以-下蛋,2.06896551724138,
鸭子,可以,可以-游水,2.06896551724138,
鸭子,其他,其他-北京,2.06896551724138,
鸭子,是,是-好看的,2.06896551724138,
鸭子,是,是-脊椎类,2.06896551724138,
鸭子,像,像-2,2.06896551724138,
鸭子,需要,需要-烹饪,2.06896551724138,
鸭子,有,有-毛,2.06896551724138,
鸭子,有,有-尾巴,2.06896551724138,
鸭子,有,有-鸭头,2.06896551724138,
鸭子,有,有-鸭掌,2.06896551724138,
鸭子,有,有-鸭嘴,2.06896551724138,
鸭嘴兽,是,是-动物,26.8965517241379,
鸭嘴兽,像,像-鸭子,24.8275862068966,
鸭嘴兽,需要,需要-食物,21.7241379310345,
鸭嘴兽,需要,需要-水,16.551724137931,
鸭嘴兽,有,有-嘴巴,15.5172413793104,
鸭嘴兽,是,是-哺乳类,12.4137931034483,
鸭嘴兽,可以,可以-游泳,10.3448275862069,
鸭嘴兽,需要,需要-空气,10.3448275862069,
鸭嘴兽,需要,需要-睡觉,8.27586206896552,
鸭嘴兽,需要,需要-保护,7.24137931034483,
鸭嘴兽,有,有-四肢,7.24137931034483,
鸭嘴兽,可以,可以-爬,5.17241379310345,
鸭嘴兽,有,有-脚,5.17241379310345,
鸭嘴兽,需要,需要-呼吸,4.13793103448276,
鸭嘴兽,有,有-眼睛,4.13793103448276,
鸭嘴兽,有,有-羽毛,4.13793103448276,
鸭嘴兽,可以,可以-观赏,3.10344827586207,
鸭嘴兽,是,是-两栖类,3.10344827586207,
鸭嘴兽,需要,需要-阳光,3.10344827586207,
鸭嘴兽,有,有-鼻子,3.10344827586207,
鸭嘴兽,有,有-毛,3.10344827586207,
鸭嘴兽,可以,可以-捕猎,2.06896551724138,
鸭嘴兽,可以,可以-跑,2.06896551724138,
鸭嘴兽,是,是-古老的,2.06896551724138,
鸭嘴兽,是,是-怪物,2.06896551724138,
鸭嘴兽,是,是-食物,2.06896551724138,
鸭嘴兽,是,是-棕色的,2.06896551724138,
鸭嘴兽,需要,需要-鱼,2.06896551724138,
鸭嘴兽,有,有-翅膀,2.06896551724138,
鸭嘴兽,有,有-大嘴巴,2.06896551724138,
鸭嘴兽,有,有-毒,2.06896551724138,
鸭嘴兽,有,有-耳朵,2.06896551724138,
鸭嘴兽,有,有-器官,2.06896551724138,
鸭嘴兽,有,有-鸭嘴,2.06896551724138,
牙齿,是,是-白色的,16,
牙齿,是,是-硬的,14,
牙齿,可以,可以-嚼,12,
牙齿,需要,需要-清洗,12,
牙齿,像,像-石头,11,
牙齿,需要,需要-保护,10,
牙齿,是,是-器官,9,
牙齿,需要,需要-刷,9,
牙齿,可以,可以-咀嚼食物,7,
牙齿,可以,可以-咬,6,
牙齿,其他,其他-动物,5,
牙齿,其他,其他-人,5,
牙齿,是,是-锋利的,5,
牙齿,是,是-身体部位,5,
牙齿,需要,需要-爱护,5,
牙齿,有,有-碳酸钙,5,
牙齿,是,是-坚固的,4,
牙齿,需要,需要-刷牙,4,
牙齿,有,有-钙,4,
牙齿,有,有-多种型号,3,
牙齿,有,有-牙釉质,3,
牙齿,可以,可以-进食,2,
牙齿,可以,可以-生长,2,
牙齿,可以,可以-撕咬,2,
牙齿,可以,可以-咬合,2,
牙齿,像,像-宝石,2,
牙齿,像,像-刀,2,
牙齿,像,像-锯齿,2,
牙齿,像,像-钻石,2,
牙齿,需要,需要-护理,2,
牙齿,有,有-虫牙,2,
牙齿,有,有-多种形状,2,
牙齿,有,有-多种颜色,2,
牙齿,有,有-多种样式,2,
牙齿,有,有-多种种类,2,
牙齿,有,有-尖,2,
牙齿,有,有-牙神经,2,
牙齿,有,有-牙龈,2,
牙齿,有,有-蛀虫,2,
牙签,可以,可以-剔牙,22,
牙签,是,是-木的,18,
牙签,有,有-尖,18,
牙签,是,是-细的,14,
牙签,像,像-针,13,
牙签,是,是-尖的,10,
牙签,需要,需要-制造,9,
牙签,是,是-工具,8,
牙签,是,是-长的,7,
牙签,可以,可以-使用,6,
牙签,是,是-小的,6,
牙签,像,像-棍棒,6,
牙签,需要,需要-小心,6,
牙签,需要,需要-竹子,6,
牙签,可以,可以-买卖,5,
牙签,是,是-生活用品,4,
牙签,有,有-多种样式,4,
牙签,可以,可以-插水果,3,
牙签,是,是-锋利的,3,
牙签,像,像-树枝,3,
牙签,可以,可以-剔牙的工具,2,
牙签,可以,可以-挑牙,2,
牙签,是,是-金属,2,
牙签,是,是-一次性的,2,
牙签,是,是-硬的,2,
牙签,像,像-筷子,2,
牙签,像,像-牙线,2,
牙签,有,有-包装,2,
牙签,有,有-盒子,2,
牙线,有,有-线,18.3870967741936,
牙线,可以,可以-剔牙,12.5806451612903,
牙线,是,是-工具,12.5806451612903,
牙线,可以,可以-清洁,9.67741935483871,
牙线,可以,可以-买卖,8.70967741935484,
牙线,可以,可以-清洁牙齿,8.70967741935484,
牙线,是,是-塑料,6.7741935483871,
牙线,像,像-牙签,6.7741935483871,
牙线,需要,需要-制造,6.7741935483871,
牙线,是,是-细的,5.80645161290323,
牙线,其他,其他-牙齿,4.83870967741935,
牙线,是,是-用品,4.83870967741935,
牙线,需要,需要-清洗,4.83870967741935,
牙线,有,有-把手,4.83870967741935,
牙线,有,有-多种种类,4.83870967741935,
牙线,是,是-白色的,3.87096774193548,
牙线,是,是-生活用品,3.87096774193548,
牙线,像,像-弹弓,3.87096774193548,
牙线,有,有-多种颜色,3.87096774193548,
牙线,可以,可以-使用,2.90322580645161,
牙线,像,像-锯子,2.90322580645161,
牙线,像,像-鱼线,2.90322580645161,
牙线,像,像-针,2.90322580645161,
牙线,有,有-多种材质,2.90322580645161,
牙线,有,有-多种品牌,2.90322580645161,
牙线,有,有-多种长度,2.90322580645161,
牙线,有,有-绳子,2.90322580645161,
牙线,可以,可以-清理,1.93548387096774,
牙线,可以,可以-剔牙的工具,1.93548387096774,
牙线,是,是-棉的,1.93548387096774,
牙线,是,是-一次性的,1.93548387096774,
牙线,是,是-医疗用品,1.93548387096774,
牙线,像,像-刀,1.93548387096774,
牙线,像,像-缝衣线,1.93548387096774,
牙线,像,像-弓,1.93548387096774,
牙线,像,像-弓弦,1.93548387096774,
牙线,像,像-毛线,1.93548387096774,
牙线,像,像-牙刷,1.93548387096774,
牙线,需要,需要-包装,1.93548387096774,
牙线,需要,需要-更换,1.93548387096774,
牙线,有,有-多种形状,1.93548387096774,
牙线,有,有-细线,1.93548387096774,
哑铃,可以,可以-健身,24,
哑铃,是,是-器材,21,
哑铃,有,有-重量,21,
哑铃,是,是-金属,9,
哑铃,是,是-重的,8,
哑铃,可以,可以-运动,7,
哑铃,有,有-多种型号,7,
哑铃,需要,需要-力,6,
哑铃,可以,可以-买卖,5,
哑铃,像,像-杠铃,5,
哑铃,需要,需要-制造,5,
哑铃,像,像-锤子,4,
哑铃,有,有-杠杆,4,
哑铃,可以,可以-举,3,
哑铃,可以,可以-举起,3,
哑铃,是,是-工具,3,
哑铃,像,像-轮子,3,
哑铃,像,像-石头,3,
哑铃,需要,需要-举起,3,
哑铃,可以,可以-锻炼肌肉,2,
哑铃,可以,可以-举起来,2,
哑铃,是,是-黑色的,2,
哑铃,是,是-用具,2,
哑铃,像,像-山,2,
哑铃,需要,需要-正确操作,2,
哑铃,有,有-多种样式,2,
烟囱,需要,需要-砖头,10.3448275862069,
烟囱,可以,可以-排烟,8.27586206896552,
烟囱,其他,其他-建筑,7.24137931034483,
烟囱,需要,需要-水泥,7.24137931034483,
烟囱,有,有-孔,6.20689655172414,
烟囱,可以,可以-冒烟,5.17241379310345,
烟囱,可以,可以-通风,5.17241379310345,
烟囱,是,是-高的,5.17241379310345,
烟囱,是,是-圆形,5.17241379310345,
烟囱,是,是-圆柱形,5.17241379310345,
烟囱,是,是-长的,5.17241379310345,
烟囱,有,有-烟,5.17241379310345,
烟囱,可以,可以-排气,4.13793103448276,
烟囱,有,有-管,4.13793103448276,
烟囱,其他,其他-房屋,3.10344827586207,
烟囱,像,像-桶,3.10344827586207,
烟囱,需要,需要-畅通,3.10344827586207,
烟囱,需要,需要-建造,3.10344827586207,
烟囱,需要,需要-清理,3.10344827586207,
烟囱,需要,需要-修建,3.10344827586207,
烟囱,有,有-多种型号,3.10344827586207,
烟囱,可以,可以-出烟,2.06896551724138,
烟囱,可以,可以-排放废气,2.06896551724138,
烟囱,是,是-工具,2.06896551724138,
烟囱,是,是-黑色的,2.06896551724138,
烟囱,是,是-结构,2.06896551724138,
烟囱,是,是-金属,2.06896551724138,
烟囱,像,像-电线杆,2.06896551724138,
烟囱,像,像-香烟,2.06896551724138,
烟囱,需要,需要-安装,2.06896551724138,
烟囱,需要,需要-打扫,2.06896551724138,
烟囱,需要,需要-土,2.06896551724138,
烟囱,需要,需要-维护,2.06896551724138,
烟囱,需要,需要-砖块,2.06896551724138,
烟囱,有,有-开口,2.06896551724138,
烟囱,有,有-排气口,2.06896551724138,
烟囱,有,有-烟灰,2.06896551724138,
烟灰缸,可以,可以-放烟灰,12.5806451612903,
烟灰缸,是,是-玻璃,11.6129032258065,
烟灰缸,需要,需要-清洗,11.6129032258065,
烟灰缸,是,是-容器,9.67741935483871,
烟灰缸,有,有-多种样式,6.7741935483871,
烟灰缸,可以,可以-买卖,4.83870967741935,
烟灰缸,像,像-盆,4.83870967741935,
烟灰缸,像,像-碗,4.83870967741935,
烟灰缸,需要,需要-制造,4.83870967741935,
烟灰缸,可以,可以-盛放烟灰,3.87096774193548,
烟灰缸,是,是-工具,3.87096774193548,
烟灰缸,需要,需要-清理,3.87096774193548,
烟灰缸,有,有-多种材质,3.87096774193548,
烟灰缸,可以,可以-放烟,2.90322580645161,
烟灰缸,可以,可以-盛烟灰,2.90322580645161,
烟灰缸,是,是-金属,2.90322580645161,
烟灰缸,是,是-生活用品,2.90322580645161,
烟灰缸,像,像-碟子,2.90322580645161,
烟灰缸,像,像-盒子,2.90322580645161,
烟灰缸,像,像-垃圾桶,2.90322580645161,
烟灰缸,像,像-盘子,2.90322580645161,
烟灰缸,有,有-凹槽,2.90322580645161,
烟灰缸,有,有-底,2.90322580645161,
烟灰缸,有,有-多种型号,2.90322580645161,
烟灰缸,有,有-多种颜色,2.90322580645161,
烟灰缸,有,有-口,2.90322580645161,
烟灰缸,可以,可以-放垃圾,1.93548387096774,
烟灰缸,是,是-不锈钢的,1.93548387096774,
烟灰缸,是,是-缸,1.93548387096774,
烟灰缸,是,是-陶瓷,1.93548387096774,
烟灰缸,是,是-透明的,1.93548387096774,
烟灰缸,是,是-硬的,1.93548387096774,
烟灰缸,是,是-用具,1.93548387096774,
烟灰缸,像,像-水晶,1.93548387096774,
烟灰缸,像,像-砚台,1.93548387096774,
烟灰缸,有,有-底座,1.93548387096774,
烟灰缸,有,有-多种形状,1.93548387096774,
烟灰缸,有,有-花纹,1.93548387096774,
烟灰缸,有,有-容量,1.93548387096774,
烟头,是,是-垃圾,16.551724137931,
烟头,是,是-烟,7.24137931034483,
烟头,可以,可以-燃烧,6.20689655172414,
烟头,是,是-有害的,5.17241379310345,
烟头,可以,可以-踩,4.13793103448276,
烟头,需要,需要-清理,4.13793103448276,
烟头,需要,需要-熄灭,4.13793103448276,
烟头,有,有-毒,3.10344827586207,
烟头,有,有-烟灰,3.10344827586207,
烟头,有,有-烟味,3.10344827586207,
烟头,可以,可以-抽,2.06896551724138,
烟头,可以,可以-污染环境,2.06896551724138,
烟头,可以,可以-引起火灾,2.06896551724138,
烟头,是,是-臭的,2.06896551724138,
烟头,是,是-讨厌的,2.06896551724138,
烟头,是,是-圆柱形,2.06896551724138,
烟头,需要,需要-被清理,2.06896551724138,
烟头,需要,需要-火,2.06896551724138,
烟头,需要,需要-扔掉,2.06896551724138,
烟头,需要,需要-扔进垃圾桶,2.06896551724138,
烟头,有,有-尼古丁,2.06896551724138,
烟头,有,有-烟蒂,2.06896551724138,
烟头,有,有-异味,2.06896551724138,
岩石,是,是-硬的,18,
岩石,是,是-石头,16,
岩石,是,是-固体,7,
岩石,需要,需要-开采,7,
岩石,有,有-矿物质,7,
岩石,是,是-矿物,5,
岩石,需要,需要-打磨,5,
岩石,有,有-多种样式,5,
岩石,是,是-自然的,4,
岩石,可以,可以-雕刻,3,
岩石,可以,可以-提炼金属,3,
岩石,是,是-冰冷的,3,
岩石,是,是-玻璃,3,
岩石,是,是-大的,3,
岩石,是,是-灰色的,3,
岩石,是,是-重的,3,
岩石,像,像-山,3,
岩石,需要,需要-保护,3,
岩石,需要,需要-制造,3,
岩石,有,有-多种型号,3,
岩石,有,有-多种颜色,3,
岩石,有,有-多种种类,3,
岩石,可以,可以-加工,2,
岩石,可以,可以-研究,2,
岩石,其他,其他-建筑,2,
岩石,是,是-黑色的,2,
岩石,是,是-坚固的,2,
岩石,是,是-奇形怪状的,2,
岩石,需要,需要-搬运,2,
岩石,有,有-泥土,2,
岩石,有,有-重量,2,
颜料,有,有-多种颜色,28,
颜料,可以,可以-绘画,23,
颜料,是,是-工具,9,
颜料,需要,需要-调色,9,
颜料,可以,可以-上色,5,
颜料,像,像-彩虹,5,
颜料,可以,可以-涂鸦,4,
颜料,是,是-材料,4,
颜料,像,像-油漆,4,
颜料,需要,需要-水,4,
颜料,有,有-多种种类,4,
颜料,可以,可以-涂色,3,
颜料,像,像-牙膏,3,
颜料,需要,需要-保存,3,
颜料,需要,需要-画笔,3,
颜料,可以,可以-买卖,2,
颜料,可以,可以-染布,2,
颜料,可以,可以-调色,2,
颜料,是,是-绿色的,2,
颜料,像,像-果汁,2,
颜料,像,像-水彩,2,
颜料,像,像-眼影盘,2,
颜料,需要,需要-密封,2,
颜料,需要,需要-调色盘,2,
颜料,需要,需要-稀释,2,
颜料,需要,需要-颜料盘,2,
颜料,有,有-包装,2,
颜料,有,有-多种功能,2,
颜料,有,有-多种品牌,2,
颜料,有,有-气味,2,
颜料,有,有-色素,2,
颜料,有,有-特殊气味,2,
眼睛,是,是-器官,19.6551724137931,
眼睛,有,有-眼球,13.448275862069,
眼睛,需要,需要-保护,11.3793103448276,
眼睛,可以,可以-看东西,10.3448275862069,
眼睛,可以,可以-看,6.20689655172414,
眼睛,像,像-玻璃球,6.20689655172414,
眼睛,有,有-两个,6.20689655172414,
眼睛,是,是-黑色的,4.13793103448276,
眼睛,是,是-五官,4.13793103448276,
眼睛,像,像-窗户,4.13793103448276,
眼睛,需要,需要-爱护,4.13793103448276,
眼睛,有,有-视网膜,4.13793103448276,
眼睛,是,是-好看的,3.10344827586207,
眼睛,是,是-心灵的窗户,3.10344827586207,
眼睛,需要,需要-睡觉,3.10344827586207,
眼睛,有,有-瞳孔,3.10344827586207,
眼睛,可以,可以-看世界,2.06896551724138,
眼睛,其他,其他-人,2.06896551724138,
眼睛,是,是-身体部位,2.06896551724138,
眼睛,是,是-心灵之窗,2.06896551724138,
眼睛,是,是-圆形,2.06896551724138,
眼睛,像,像-玻璃,2.06896551724138,
眼睛,有,有-视神经,2.06896551724138,
眼睛,有,有-眼白,2.06896551724138,
眼睛,有,有-眼睫毛,2.06896551724138,
眼睛,有,有-眼皮,2.06896551724138,
眼镜,有,有-镜片,22,
眼镜,是,是-工具,10,
眼镜,有,有-镜架,10,
眼镜,有,有-镜框,8,
眼镜,可以,可以-戴,7,
眼镜,是,是-玻璃,7,
眼镜,像,像-放大镜,7,
眼镜,像,像-墨镜,7,
眼镜,可以,可以-矫正视力,6,
眼镜,需要,需要-清洗,6,
眼镜,像,像-望远镜,5,
眼镜,需要,需要-保护,5,
眼镜,可以,可以-保护眼睛,4,
眼镜,可以,可以-矫正视力的,4,
眼镜,可以,可以-佩戴,4,
眼镜,是,是-近视的,4,
眼镜,是,是-装饰,4,
眼镜,需要,需要-制造,4,
眼镜,有,有-鼻托,4,
眼镜,有,有-镜腿,4,
眼镜,可以,可以-保护,3,
眼镜,其他,其他-眼睛,3,
眼镜,是,是-金属,3,
眼镜,是,是-透明的,3,
眼镜,需要,需要-擦,3,
眼镜,有,有-度数,3,
眼镜,有,有-多种材质,3,
眼镜,有,有-多种样式,3,
眼镜,有,有-支架,3,
眼镜,可以,可以-帮助视力,2,
眼镜,可以,可以-买卖,2,
眼镜,其他,其他-近视,2,
眼镜,是,是-方形的,2,
眼镜,是,是-物品,2,
眼镜,是,是-圆形,2,
眼镜,像,像-蛤蟆,2,
眼镜,像,像-镜子,2,
眼镜,需要,需要-验光,2,
眼镜,有,有-多种价格,2,
眼镜,有,有-多种品牌,2,
眼镜,有,有-多种型号,2,
眼镜,有,有-多种颜色,2,
眼镜,有,有-框架,2,
眼镜,有,有-眼镜腿,2,
眼镜盒,是,是-盒子,14.4827586206896,
眼镜盒,有,有-眼镜布,9.31034482758621,
眼镜盒,可以,可以-保护,6.20689655172414,
眼镜盒,可以,可以-保护眼镜,5.17241379310345,
眼镜盒,有,有-多种样式,5.17241379310345,
眼镜盒,可以,可以-放眼镜,4.13793103448276,
眼镜盒,是,是-容器,4.13793103448276,
眼镜盒,是,是-方形的,3.10344827586207,
眼镜盒,是,是-生活用品,3.10344827586207,
眼镜盒,需要,需要-保存,3.10344827586207,
眼镜盒,有,有-多种颜色,3.10344827586207,
眼镜盒,有,有-盖子,3.10344827586207,
眼镜盒,有,有-眼镜,3.10344827586207,
眼镜盒,可以,可以-买卖,2.06896551724138,
眼镜盒,可以,可以-收纳,2.06896551724138,
眼镜盒,可以,可以-收纳眼镜,2.06896551724138,
眼镜盒,是,是-黑色的,2.06896551724138,
眼镜盒,是,是-日常的,2.06896551724138,
眼镜盒,是,是-用品,2.06896551724138,
眼镜盒,像,像-笔盒,2.06896551724138,
眼镜盒,像,像-首饰盒,2.06896551724138,
眼镜盒,需要,需要-保护,2.06896551724138,
眼镜盒,有,有-弹簧,2.06896551724138,
眼镜盒,有,有-开关,2.06896551724138,
眼镜盒,有,有-空间,2.06896551724138,
眼镜盒,有,有-两瓣,2.06896551724138,
眼罩,有,有-布,17,
眼罩,需要,需要-清洗,9,
眼罩,是,是-生活用品,7,
眼罩,可以,可以-买卖,6,
眼罩,有,有-松紧带,6,
眼罩,是,是-黑色的,5,
眼罩,是,是-软的,5,
眼罩,可以,可以-助眠,4,
眼罩,像,像-眼镜,4,
眼罩,有,有-图案,4,
眼罩,可以,可以-戴,3,
眼罩,是,是-不透光的,3,
眼罩,像,像-口罩,3,
眼罩,像,像-墨镜,3,
眼罩,需要,需要-戴在眼睛上,3,
眼罩,有,有-带子,3,
眼罩,有,有-绳子,3,
眼罩,其他,其他-眼睛,2,
眼罩,是,是-罩子,2,
眼罩,像,像-内衣,2,
眼罩,需要,需要-佩戴,2,
眼罩,需要,需要-制造,2,
眼罩,有,有-多种花纹,2,
眼罩,有,有-多种颜色,2,
眼罩,有,有-多种样式,2,
眼罩,有,有-多种种类,2,
眼罩,有,有-橡皮筋,2,
眼罩,有,有-遮光布,2,
鼹鼠,是,是-动物,24,
鼹鼠,需要,需要-食物,22,
鼹鼠,像,像-老鼠,21,
鼹鼠,有,有-毛,14,
鼹鼠,有,有-尾巴,14,
鼹鼠,需要,需要-水,12,
鼹鼠,有,有-牙齿,11,
鼹鼠,是,是-鼠类,10,
鼹鼠,有,有-嘴巴,10,
鼹鼠,是,是-哺乳类,9,
鼹鼠,需要,需要-睡觉,8,
鼹鼠,有,有-眼睛,8,
鼹鼠,有,有-爪子,8,
鼹鼠,可以,可以-捕猎,6,
鼹鼠,可以,可以-打洞,6,
鼹鼠,需要,需要-空气,6,
鼹鼠,需要,需要-土,5,
鼹鼠,有,有-鼻子,5,
鼹鼠,有,有-皮肤,5,
鼹鼠,有,有-四肢,5,
鼹鼠,可以,可以-掘土,4,
鼹鼠,可以,可以-跑,4,
鼹鼠,有,有-耳朵,4,
鼹鼠,有,有-胡子,4,
鼹鼠,可以,可以-捕虫,3,
鼹鼠,可以,可以-爬,3,
鼹鼠,是,是-小的,3,
鼹鼠,需要,需要-虫,3,
鼹鼠,有,有-多种种类,3,
鼹鼠,有,有-头,3,
鼹鼠,可以,可以-打地洞,2,
鼹鼠,可以,可以-观赏,2,
鼹鼠,可以,可以-挖洞,2,
鼹鼠,是,是-锋利的,2,
鼹鼠,是,是-黑色的,2,
